recharge_id,customer_id,recharge_date,recharge_amount,plan_type,plan_name,validity_days,has_discount,payment_method
391,4496,2024-03-13,299,Quarterly,₹299 Plan,56,False,Netbanking
392,4231,2024-03-04,2999,Monthly,₹719 Plan,56,False,UPI
393,4665,2024-03-31,239,Monthly,₹719 Plan,365,True,Card
394,2324,2024-02-20,2999,Quarterly,₹999 Plan,365,False,Netbanking
395,1082,2024-03-25,299,Monthly,₹2999 Plan,84,False,Card
396,2553,2024-01-31,239,Quarterly,₹299 Plan,84,False,UPI
397,2808,2024-03-18,999,Annual,₹2999 Plan,365,False,UPI
398,3848,2024-03-29,299,Monthly,₹2999 Plan,365,False,UPI
399,3707,2024-01-07,719,Quarterly,₹999 Plan,84,False,UPI
400,3409,2024-03-17,2999,Monthly,₹719 Plan,365,True,Netbanking
401,2431,2024-01-02,299,Annual,₹299 Plan,365,False,Netbanking
402,2865,2024-02-24,999,Monthly,₹299 Plan,365,False,Netbanking
403,3759,2024-01-09,2999,Annual,₹999 Plan,365,False,Netbanking
404,2161,2024-01-12,299,Annual,₹2999 Plan,56,False,Card
405,1467,2024-02-22,999,Monthly,₹2999 Plan,84,False,Card
406,3690,2024-03-15,239,Monthly,₹299 Plan,84,False,Netbanking
407,3198,2024-01-16,299,Monthly,₹299 Plan,28,False,Card
408,399,2024-03-06,299,Annual,₹299 Plan,28,False,Card
409,3812,2024-02-06,239,Quarterly,₹239 Plan,56,False,Wallet
410,3096,2024-01-06,239,Monthly,₹299 Plan,84,False,Netbanking
411,3013,2024-02-18,239,Quarterly,₹2999 Plan,28,False,UPI
412,4252,2024-01-11,239,Quarterly,₹999 Plan,56,False,Card
413,2071,2024-01-16,2999,Annual,₹299 Plan,56,False,Wallet
414,2017,2024-03-11,239,Monthly,₹299 Plan,56,False,Card
415,973,2024-01-22,239,Quarterly,₹299 Plan,365,False,Netbanking
416,654,2024-02-29,719,Monthly,₹2999 Plan,28,False,Card
417,471,2024-01-08,999,Monthly,₹239 Plan,84,False,Wallet
418,4760,2024-01-06,999,Quarterly,₹2999 Plan,56,False,Wallet
419,637,2024-02-04,2999,Quarterly,₹299 Plan,84,True,Netbanking
420,2619,2024-01-20,2999,Monthly,₹239 Plan,56,False,UPI
421,4097,2024-03-01,719,Monthly,₹719 Plan,84,False,Netbanking
422,590,2024-02-05,239,Quarterly,₹2999 Plan,365,True,Card
423,20,2024-02-15,239,Monthly,₹2999 Plan,365,False,Wallet
424,4574,2024-01-11,719,Quarterly,₹999 Plan,84,True,Card
425,2895,2024-03-19,239,Annual,₹239 Plan,365,True,UPI
426,4893,2024-01-19,299,Monthly,₹299 Plan,28,True,Card
427,4211,2024-02-05,999,Monthly,₹239 Plan,56,False,Card
428,2118,2024-01-15,299,Monthly,₹299 Plan,28,False,Card
429,4968,2024-03-06,719,Monthly,₹299 Plan,365,True,UPI
430,245,2024-01-06,2999,Annual,₹299 Plan,56,False,Netbanking
431,3218,2024-02-15,719,Monthly,₹999 Plan,84,False,Wallet
432,2772,2024-01-12,999,Annual,₹2999 Plan,84,False,Card
433,1785,2024-02-11,719,Annual,₹719 Plan,365,True,Netbanking
434,4332,2024-01-13,299,Monthly,₹999 Plan,28,False,Card
435,2781,2024-02-12,239,Quarterly,₹299 Plan,28,False,Wallet
436,4549,2024-02-22,299,Quarterly,₹2999 Plan,365,False,Wallet
437,1010,2024-01-22,999,Annual,₹719 Plan,365,False,UPI
438,1508,2024-03-16,2999,Annual,₹719 Plan,365,False,Netbanking
439,1028,2024-02-05,719,Annual,₹999 Plan,365,False,Card
440,3877,2024-01-06,999,Monthly,₹299 Plan,28,False,UPI
441,1503,2024-03-14,719,Quarterly,₹239 Plan,84,True,UPI
442,486,2024-01-06,999,Quarterly,₹719 Plan,365,False,Card
443,4344,2024-02-16,719,Annual,₹299 Plan,365,False,Card
444,1727,2024-03-10,299,Annual,₹299 Plan,56,False,Netbanking
445,1555,2024-02-11,239,Annual,₹719 Plan,365,False,Netbanking
446,1657,2024-02-23,299,Annual,₹999 Plan,56,False,Card
447,1194,2024-03-19,299,Monthly,₹999 Plan,84,False,Wallet
448,2474,2024-03-10,719,Annual,₹239 Plan,84,False,Wallet
449,1985,2024-03-06,2999,Monthly,₹719 Plan,84,False,Card
450,736,2024-02-04,999,Quarterly,₹999 Plan,56,False,Netbanking
451,4999,2024-01-13,299,Annual,₹999 Plan,84,True,Netbanking
452,716,2024-03-24,2999,Annual,₹2999 Plan,365,False,Card
453,322,2024-02-16,299,Quarterly,₹299 Plan,365,False,Wallet
454,4209,2024-02-23,299,Quarterly,₹2999 Plan,365,False,Netbanking
455,4450,2024-03-06,299,Annual,₹2999 Plan,28,False,Netbanking
456,3794,2024-02-11,2999,Quarterly,₹2999 Plan,56,True,Wallet
457,808,2024-02-08,299,Annual,₹299 Plan,365,False,Netbanking
458,3695,2024-01-30,2999,Quarterly,₹719 Plan,84,False,UPI
459,1545,2024-01-11,299,Quarterly,₹299 Plan,365,False,Netbanking
460,1283,2024-03-26,299,Annual,₹999 Plan,56,False,UPI
461,2867,2024-02-28,239,Quarterly,₹2999 Plan,84,False,Netbanking
462,2651,2024-03-21,239,Quarterly,₹299 Plan,365,False,Card
463,4622,2024-02-03,719,Annual,₹239 Plan,365,True,UPI
464,1065,2024-02-24,299,Monthly,₹299 Plan,28,False,UPI
465,952,2024-02-01,239,Monthly,₹299 Plan,84,False,Card
466,1856,2024-01-20,2999,Quarterly,₹299 Plan,365,False,Wallet
467,664,2024-02-23,2999,Quarterly,₹239 Plan,365,False,Netbanking
468,3994,2024-01-03,239,Monthly,₹2999 Plan,84,False,Wallet
469,4107,2024-01-11,239,Quarterly,₹239 Plan,28,False,Netbanking
470,3333,2024-03-27,719,Annual,₹2999 Plan,28,False,UPI
471,4002,2024-03-13,719,Monthly,₹299 Plan,84,False,Card
472,2301,2024-03-25,239,Quarterly,₹719 Plan,56,False,Wallet
473,3111,2024-03-06,299,Monthly,₹719 Plan,56,False,Netbanking
474,136,2024-02-20,719,Quarterly,₹999 Plan,365,False,UPI
475,4495,2024-02-23,2999,Quarterly,₹719 Plan,365,False,Netbanking
476,463,2024-02-02,299,Quarterly,₹239 Plan,56,False,Netbanking
477,3574,2024-03-22,999,Monthly,₹2999 Plan,28,False,Card
478,2201,2024-02-02,239,Quarterly,₹299 Plan,365,False,Wallet
479,2160,2024-01-16,299,Monthly,₹719 Plan,365,False,Wallet
480,4672,2024-02-13,719,Monthly,₹239 Plan,28,False,Netbanking
481,169,2024-03-30,999,Monthly,₹999 Plan,84,False,Card
482,4005,2024-01-19,299,Annual,₹999 Plan,56,False,Wallet
483,442,2024-03-12,719,Annual,₹299 Plan,365,False,Netbanking
484,4309,2024-01-20,999,Annual,₹719 Plan,84,False,UPI
485,582,2024-02-12,999,Monthly,₹2999 Plan,365,False,Netbanking
486,3041,2024-01-23,2999,Quarterly,₹719 Plan,56,False,Wallet
487,3382,2024-03-18,999,Monthly,₹299 Plan,28,True,Wallet
488,3655,2024-01-27,999,Annual,₹299 Plan,365,False,Wallet
489,4568,2024-01-21,299,Monthly,₹999 Plan,84,False,Wallet
490,868,2024-01-04,299,Annual,₹999 Plan,56,False,Card
491,1192,2024-01-15,999,Monthly,₹239 Plan,56,False,Wallet
492,2706,2024-03-13,239,Annual,₹719 Plan,365,False,Wallet
493,1415,2024-02-06,719,Annual,₹999 Plan,365,False,Netbanking
494,3109,2024-02-26,239,Monthly,₹299 Plan,28,True,Netbanking
495,4308,2024-03-30,2999,Quarterly,₹239 Plan,56,False,Card
496,650,2024-02-21,239,Monthly,₹719 Plan,56,False,Wallet
497,4078,2024-03-14,999,Annual,₹2999 Plan,365,False,UPI
498,2622,2024-01-10,2999,Monthly,₹2999 Plan,84,False,Card
499,4352,2024-03-29,239,Monthly,₹719 Plan,28,True,Netbanking
500,2017,2024-03-14,999,Quarterly,₹239 Plan,365,False,Card
501,3108,2024-02-14,999,Annual,₹719 Plan,365,False,UPI
502,2722,2024-02-08,299,Quarterly,₹239 Plan,56,False,Netbanking
503,3560,2024-03-18,299,Monthly,₹239 Plan,84,False,Netbanking
504,2753,2024-03-13,2999,Quarterly,₹719 Plan,84,True,Netbanking
505,2036,2024-02-21,719,Monthly,₹239 Plan,84,False,Wallet
506,4180,2024-02-27,999,Monthly,₹299 Plan,84,False,UPI
507,754,2024-02-14,999,Quarterly,₹719 Plan,365,False,UPI
508,4372,2024-01-07,999,Quarterly,₹239 Plan,56,True,Card
509,3360,2024-02-04,2999,Monthly,₹239 Plan,28,False,UPI
510,2144,2024-01-10,239,Monthly,₹2999 Plan,28,False,Netbanking
511,212,2024-01-27,239,Quarterly,₹299 Plan,84,False,UPI
512,3611,2024-01-03,999,Monthly,₹239 Plan,28,False,Card
513,2025,2024-02-27,719,Annual,₹719 Plan,84,False,Wallet
514,3140,2024-03-14,719,Monthly,₹299 Plan,56,False,Netbanking
515,3825,2024-03-23,299,Monthly,₹299 Plan,84,False,Card
516,2624,2024-03-23,239,Monthly,₹999 Plan,365,True,Card
517,791,2024-02-21,999,Annual,₹299 Plan,84,False,Card
518,3811,2024-02-11,719,Annual,₹719 Plan,28,False,UPI
519,1403,2024-03-16,239,Annual,₹999 Plan,365,True,Wallet
520,831,2024-02-19,299,Quarterly,₹2999 Plan,56,False,Wallet
521,4997,2024-02-23,999,Monthly,₹999 Plan,84,False,Wallet
522,838,2024-02-10,2999,Monthly,₹2999 Plan,84,False,Wallet
523,2208,2024-02-24,999,Monthly,₹999 Plan,56,False,Wallet
524,1979,2024-01-28,999,Quarterly,₹299 Plan,56,True,Wallet
525,3114,2024-03-06,239,Monthly,₹239 Plan,56,False,Netbanking
526,602,2024-02-27,239,Monthly,₹2999 Plan,84,False,Netbanking
527,2363,2024-03-19,239,Quarterly,₹2999 Plan,365,False,Card
528,4489,2024-02-14,719,Annual,₹239 Plan,365,True,UPI
529,4544,2024-03-29,299,Monthly,₹299 Plan,56,False,Wallet
530,1601,2024-03-24,239,Annual,₹719 Plan,56,False,UPI
531,2581,2024-01-22,299,Quarterly,₹299 Plan,365,False,Card
532,2520,2024-02-21,239,Monthly,₹999 Plan,56,True,Netbanking
533,3685,2024-01-27,719,Monthly,₹299 Plan,56,False,Card
534,1621,2024-01-03,299,Monthly,₹299 Plan,28,False,UPI
535,4303,2024-03-06,719,Monthly,₹299 Plan,56,True,Wallet
536,986,2024-02-14,2999,Annual,₹239 Plan,84,False,Netbanking
537,3847,2024-02-28,2999,Quarterly,₹239 Plan,28,False,Card
538,845,2024-01-11,719,Quarterly,₹719 Plan,84,False,Wallet
539,372,2024-01-09,299,Quarterly,₹239 Plan,84,False,UPI
540,4068,2024-03-17,2999,Quarterly,₹2999 Plan,28,False,Card
541,615,2024-02-03,999,Annual,₹999 Plan,28,False,Card
542,4802,2024-01-21,2999,Annual,₹299 Plan,56,False,Wallet
543,1952,2024-02-03,299,Monthly,₹2999 Plan,56,False,UPI
544,896,2024-03-21,299,Quarterly,₹239 Plan,28,False,Netbanking
545,3250,2024-02-28,299,Quarterly,₹239 Plan,28,False,Card
546,1222,2024-03-12,239,Annual,₹299 Plan,365,False,Wallet
547,3759,2024-03-06,999,Quarterly,₹2999 Plan,56,False,Netbanking
548,4844,2024-02-27,239,Monthly,₹239 Plan,365,True,Netbanking
549,1401,2024-03-30,2999,Quarterly,₹999 Plan,56,False,Wallet
550,922,2024-02-14,2999,Monthly,₹299 Plan,56,False,UPI
551,3050,2024-02-17,239,Monthly,₹719 Plan,56,True,Card
552,2386,2024-01-29,299,Annual,₹999 Plan,84,False,Wallet
553,2768,2024-03-24,2999,Quarterly,₹999 Plan,56,True,Wallet
554,3717,2024-03-15,719,Quarterly,₹719 Plan,84,True,Wallet
555,3509,2024-03-18,2999,Monthly,₹2999 Plan,365,True,Netbanking
556,4259,2024-02-11,999,Monthly,₹239 Plan,28,False,Wallet
557,4385,2024-01-08,2999,Quarterly,₹719 Plan,365,True,Card
558,2260,2024-02-05,299,Quarterly,₹239 Plan,365,True,Netbanking
559,2027,2024-02-05,719,Annual,₹239 Plan,365,False,Card
560,1476,2024-02-11,239,Monthly,₹719 Plan,84,False,Card
561,4352,2024-03-20,299,Quarterly,₹299 Plan,84,False,Wallet
562,2914,2024-02-20,999,Quarterly,₹2999 Plan,28,False,Card
563,3002,2024-01-24,719,Annual,₹999 Plan,28,False,Wallet
564,2951,2024-01-01,2999,Monthly,₹999 Plan,56,False,Card
565,2163,2024-01-17,239,Annual,₹719 Plan,365,False,Netbanking
566,2274,2024-03-16,999,Annual,₹239 Plan,56,False,UPI
567,3872,2024-01-14,719,Quarterly,₹2999 Plan,56,True,UPI
568,3997,2024-03-21,719,Quarterly,₹239 Plan,84,False,Card
569,3346,2024-01-21,299,Quarterly,₹239 Plan,365,False,UPI
570,4774,2024-03-28,299,Quarterly,₹999 Plan,28,True,UPI
571,3417,2024-03-31,299,Monthly,₹239 Plan,84,False,Card
572,3780,2024-03-18,719,Monthly,₹719 Plan,28,False,Netbanking
573,1415,2024-02-25,2999,Monthly,₹239 Plan,56,False,Wallet
574,4814,2024-01-21,719,Monthly,₹719 Plan,365,False,UPI
575,380,2024-01-17,719,Quarterly,₹719 Plan,365,False,Wallet
576,1716,2024-01-19,239,Quarterly,₹239 Plan,28,False,Card
577,1666,2024-01-07,2999,Monthly,₹999 Plan,28,False,Wallet
578,2061,2024-03-09,2999,Annual,₹999 Plan,56,False,UPI
579,2542,2024-01-16,999,Monthly,₹999 Plan,84,False,UPI
580,1099,2024-02-28,719,Annual,₹999 Plan,56,False,Card
581,3521,2024-02-27,299,Monthly,₹2999 Plan,365,True,UPI
582,2132,2024-03-10,2999,Monthly,₹239 Plan,28,False,UPI
583,4893,2024-01-14,719,Annual,₹239 Plan,84,False,Netbanking
584,3938,2024-01-09,999,Monthly,₹999 Plan,84,False,UPI
585,333,2024-03-14,299,Annual,₹2999 Plan,28,False,Wallet
586,2038,2024-03-31,2999,Annual,₹999 Plan,56,False,Wallet
587,3815,2024-01-01,999,Monthly,₹2999 Plan,56,False,Netbanking
588,463,2024-02-26,719,Monthly,₹2999 Plan,28,False,Netbanking
589,172,2024-01-22,299,Quarterly,₹239 Plan,28,False,Wallet
590,4212,2024-01-20,2999,Quarterly,₹299 Plan,365,False,Netbanking
591,2615,2024-01-31,299,Annual,₹239 Plan,365,False,Wallet
592,4254,2024-03-22,2999,Quarterly,₹239 Plan,365,False,UPI
593,4791,2024-02-17,2999,Quarterly,₹719 Plan,84,False,Wallet
594,1026,2024-03-29,239,Monthly,₹2999 Plan,56,False,Wallet
595,4680,2024-03-04,2999,Annual,₹299 Plan,84,False,Netbanking
596,1755,2024-01-04,2999,Monthly,₹2999 Plan,365,False,Netbanking
597,3910,2024-01-28,239,Quarterly,₹239 Plan,28,False,Card
598,4935,2024-01-08,2999,Monthly,₹299 Plan,365,False,Card
599,991,2024-03-10,239,Monthly,₹999 Plan,84,False,Netbanking
600,2437,2024-03-16,999,Monthly,₹999 Plan,84,False,UPI
601,1346,2024-03-12,2999,Monthly,₹999 Plan,56,False,Wallet
602,4388,2024-02-20,299,Annual,₹299 Plan,84,False,Card
603,296,2024-03-08,2999,Quarterly,₹2999 Plan,56,False,Wallet
604,3127,2024-01-07,239,Monthly,₹2999 Plan,365,False,Netbanking
605,278,2024-01-06,999,Quarterly,₹299 Plan,56,False,Netbanking
606,3098,2024-02-16,999,Monthly,₹719 Plan,365,False,Netbanking
607,2534,2024-01-21,719,Monthly,₹719 Plan,365,False,Netbanking
608,2357,2024-01-27,999,Monthly,₹2999 Plan,365,False,Wallet
609,3868,2024-03-22,299,Monthly,₹719 Plan,56,False,Wallet
610,4619,2024-03-12,239,Annual,₹719 Plan,28,False,Wallet
611,4286,2024-03-28,239,Quarterly,₹239 Plan,365,False,Wallet
612,3537,2024-01-23,999,Monthly,₹239 Plan,28,False,UPI
613,855,2024-01-17,999,Quarterly,₹299 Plan,84,False,Card
614,2039,2024-03-19,299,Annual,₹719 Plan,56,False,Card
615,4436,2024-01-11,999,Monthly,₹299 Plan,56,False,Wallet
616,1267,2024-03-20,299,Monthly,₹719 Plan,365,False,Netbanking
617,1106,2024-01-21,299,Quarterly,₹239 Plan,84,False,Wallet
618,563,2024-01-25,239,Quarterly,₹719 Plan,28,False,Netbanking
619,1201,2024-01-10,719,Quarterly,₹239 Plan,84,True,Card
620,4786,2024-02-02,2999,Quarterly,₹999 Plan,365,True,Netbanking
621,571,2024-01-06,299,Monthly,₹999 Plan,84,False,Wallet
622,781,2024-01-25,719,Quarterly,₹299 Plan,84,False,Card
623,827,2024-03-14,999,Annual,₹2999 Plan,84,False,Card
624,1099,2024-03-04,719,Annual,₹719 Plan,84,False,Netbanking
625,4778,2024-03-25,239,Annual,₹999 Plan,84,True,Card
626,3679,2024-03-20,719,Annual,₹239 Plan,84,False,UPI
627,2038,2024-02-08,2999,Annual,₹999 Plan,28,True,Card
628,2000,2024-02-07,999,Monthly,₹299 Plan,84,False,UPI
629,1770,2024-02-26,2999,Quarterly,₹2999 Plan,365,False,UPI
630,4243,2024-03-05,999,Monthly,₹999 Plan,28,False,Netbanking
631,210,2024-01-27,999,Quarterly,₹999 Plan,365,True,Wallet
632,2747,2024-03-21,2999,Annual,₹299 Plan,56,False,Card
633,4896,2024-03-25,719,Quarterly,₹719 Plan,84,False,Card
634,4103,2024-03-01,239,Monthly,₹2999 Plan,56,True,Wallet
635,1242,2024-02-25,2999,Annual,₹719 Plan,365,False,Netbanking
636,4736,2024-02-15,239,Monthly,₹2999 Plan,365,False,UPI
637,4591,2024-01-05,999,Annual,₹299 Plan,56,False,Wallet
638,511,2024-03-15,719,Monthly,₹719 Plan,365,False,Wallet
639,3700,2024-02-05,719,Monthly,₹719 Plan,84,False,Netbanking
640,4454,2024-03-18,719,Monthly,₹239 Plan,84,False,UPI
641,1994,2024-03-09,999,Annual,₹999 Plan,28,False,Card
642,3130,2024-01-08,239,Annual,₹999 Plan,365,False,Card
643,814,2024-01-11,719,Quarterly,₹299 Plan,56,False,Card
644,1776,2024-03-09,719,Annual,₹719 Plan,365,False,Wallet
645,2808,2024-03-19,999,Quarterly,₹299 Plan,28,False,Card
646,4708,2024-03-19,719,Quarterly,₹299 Plan,28,False,Netbanking
647,1008,2024-03-11,719,Quarterly,₹299 Plan,84,False,Wallet
648,2214,2024-02-07,999,Annual,₹2999 Plan,365,False,Wallet
649,1127,2024-03-31,719,Annual,₹2999 Plan,84,False,Wallet
650,2683,2024-01-21,299,Quarterly,₹2999 Plan,365,False,Card
651,3751,2024-03-15,239,Annual,₹719 Plan,28,False,Card
652,2692,2024-03-03,719,Monthly,₹719 Plan,56,False,Netbanking
653,3638,2024-01-27,239,Monthly,₹239 Plan,28,False,Wallet
654,2647,2024-03-17,299,Quarterly,₹299 Plan,365,False,Card
655,2864,2024-01-24,719,Monthly,₹719 Plan,365,False,UPI
656,3880,2024-02-01,299,Monthly,₹999 Plan,365,False,Wallet
657,2241,2024-01-19,239,Quarterly,₹719 Plan,28,False,Card
658,4941,2024-02-04,999,Quarterly,₹299 Plan,56,False,Card
659,2049,2024-03-09,239,Annual,₹999 Plan,28,False,Netbanking
660,54,2024-02-22,2999,Quarterly,₹239 Plan,28,False,Wallet
661,896,2024-02-22,999,Quarterly,₹299 Plan,56,False,Wallet
662,4204,2024-02-25,719,Quarterly,₹719 Plan,365,False,Netbanking
663,2036,2024-01-23,2999,Quarterly,₹239 Plan,28,False,Wallet
664,3144,2024-01-15,299,Annual,₹719 Plan,84,False,Wallet
665,1213,2024-03-02,299,Monthly,₹239 Plan,56,False,UPI
666,4450,2024-03-05,2999,Quarterly,₹719 Plan,28,True,Wallet
667,547,2024-03-27,719,Monthly,₹2999 Plan,84,False,Card
668,4099,2024-01-27,719,Quarterly,₹299 Plan,28,False,Card
669,3240,2024-01-06,2999,Monthly,₹2999 Plan,28,False,UPI
670,681,2024-01-16,239,Quarterly,₹999 Plan,365,False,UPI
671,1013,2024-01-23,2999,Annual,₹2999 Plan,28,False,Wallet
672,4004,2024-03-31,999,Quarterly,₹2999 Plan,365,False,UPI
673,492,2024-02-06,999,Monthly,₹239 Plan,28,False,UPI
674,2602,2024-01-31,2999,Quarterly,₹719 Plan,84,True,Card
675,1294,2024-02-21,239,Monthly,₹239 Plan,365,False,Netbanking
676,2584,2024-02-27,999,Monthly,₹2999 Plan,365,False,Card
677,1767,2024-02-09,719,Annual,₹239 Plan,56,True,Card
678,2680,2024-02-26,999,Quarterly,₹999 Plan,84,False,Card
679,3337,2024-01-07,719,Monthly,₹2999 Plan,365,False,Card
680,2663,2024-01-29,999,Monthly,₹299 Plan,28,False,Wallet
681,4073,2024-03-10,2999,Quarterly,₹299 Plan,84,False,UPI
682,2979,2024-03-06,999,Quarterly,₹2999 Plan,365,False,Netbanking
683,2765,2024-03-27,999,Monthly,₹2999 Plan,365,True,Netbanking
684,874,2024-01-03,239,Annual,₹719 Plan,56,False,Netbanking
685,1968,2024-03-01,2999,Annual,₹719 Plan,84,False,Netbanking
686,2949,2024-03-30,239,Annual,₹2999 Plan,365,False,Netbanking
687,2897,2024-03-26,299,Annual,₹999 Plan,56,False,Wallet
688,3456,2024-02-29,2999,Annual,₹2999 Plan,84,True,Netbanking
689,1023,2024-01-13,999,Annual,₹719 Plan,365,False,Netbanking
690,2571,2024-03-09,299,Annual,₹719 Plan,365,False,Wallet
691,2174,2024-02-05,719,Annual,₹2999 Plan,84,False,Card
692,4268,2024-03-21,2999,Monthly,₹2999 Plan,56,True,Netbanking
693,3633,2024-02-23,2999,Monthly,₹2999 Plan,28,False,UPI
694,951,2024-01-31,999,Quarterly,₹299 Plan,365,False,Card
695,3777,2024-01-18,2999,Monthly,₹2999 Plan,84,True,Card
696,3552,2024-01-05,999,Annual,₹719 Plan,28,True,Wallet
697,4111,2024-01-09,999,Annual,₹719 Plan,56,False,Card
698,144,2024-03-29,2999,Annual,₹2999 Plan,56,False,Card
699,3318,2024-01-19,2999,Monthly,₹999 Plan,365,False,Card
700,2812,2024-01-11,719,Annual,₹239 Plan,84,False,Netbanking
701,1240,2024-03-30,999,Annual,₹299 Plan,365,False,Wallet
702,2083,2024-01-12,239,Quarterly,₹719 Plan,56,False,UPI
703,2569,2024-02-14,719,Annual,₹2999 Plan,365,True,Wallet
704,162,2024-02-05,719,Annual,₹239 Plan,84,False,Netbanking
705,2737,2024-03-04,239,Monthly,₹999 Plan,365,False,Netbanking
706,3510,2024-02-02,2999,Annual,₹239 Plan,84,True,Wallet
707,770,2024-01-07,2999,Monthly,₹2999 Plan,365,False,UPI
708,2712,2024-01-02,999,Monthly,₹719 Plan,28,False,UPI
709,1230,2024-01-04,2999,Annual,₹239 Plan,28,False,Netbanking
710,1560,2024-03-23,239,Monthly,₹239 Plan,56,False,Netbanking
711,1525,2024-03-09,719,Annual,₹999 Plan,56,False,UPI
712,4740,2024-02-12,719,Quarterly,₹719 Plan,56,False,Netbanking
713,1518,2024-02-20,299,Monthly,₹299 Plan,28,True,Netbanking
714,4760,2024-03-02,2999,Monthly,₹239 Plan,28,False,Card
715,4879,2024-02-28,239,Monthly,₹239 Plan,56,False,UPI
716,2840,2024-03-06,2999,Quarterly,₹239 Plan,365,False,Card
717,308,2024-01-28,2999,Monthly,₹299 Plan,28,True,Netbanking
718,2497,2024-03-01,999,Annual,₹999 Plan,84,False,Card
719,3643,2024-03-31,299,Quarterly,₹2999 Plan,84,False,UPI
720,3871,2024-03-23,2999,Annual,₹2999 Plan,365,False,Netbanking
721,4423,2024-01-06,299,Annual,₹299 Plan,28,False,UPI
722,2699,2024-01-22,239,Annual,₹2999 Plan,28,True,Netbanking
723,158,2024-02-12,239,Annual,₹999 Plan,56,False,UPI
724,1072,2024-03-20,719,Quarterly,₹719 Plan,84,False,Netbanking
725,3512,2024-01-17,239,Quarterly,₹239 Plan,56,False,Wallet
726,4778,2024-03-20,719,Quarterly,₹299 Plan,84,True,Wallet
727,2553,2024-02-02,2999,Annual,₹239 Plan,56,False,Wallet
728,3760,2024-01-27,239,Monthly,₹2999 Plan,56,False,UPI
729,1322,2024-03-19,239,Quarterly,₹719 Plan,56,True,Netbanking
730,3389,2024-02-23,239,Annual,₹239 Plan,28,False,Netbanking
731,3245,2024-01-07,999,Monthly,₹719 Plan,56,True,UPI
732,2953,2024-03-13,239,Annual,₹719 Plan,365,True,Netbanking
733,1188,2024-02-19,299,Quarterly,₹719 Plan,84,False,UPI
734,4849,2024-01-08,719,Quarterly,₹719 Plan,28,False,Wallet
735,2764,2024-03-16,2999,Annual,₹239 Plan,56,False,UPI
736,448,2024-02-28,999,Monthly,₹2999 Plan,84,False,Netbanking
737,1601,2024-02-29,239,Monthly,₹999 Plan,56,False,Netbanking
738,1826,2024-01-04,719,Annual,₹299 Plan,365,True,Netbanking
739,2502,2024-01-19,999,Quarterly,₹999 Plan,56,False,Wallet
740,4197,2024-01-12,2999,Monthly,₹719 Plan,56,True,UPI
741,714,2024-02-04,239,Quarterly,₹999 Plan,56,False,Wallet
742,1486,2024-03-01,999,Quarterly,₹299 Plan,365,True,Wallet
743,1559,2024-01-12,719,Quarterly,₹2999 Plan,365,False,UPI
744,3932,2024-02-27,239,Quarterly,₹299 Plan,84,True,Wallet
745,297,2024-01-30,2999,Annual,₹299 Plan,28,True,UPI
746,3561,2024-01-14,999,Annual,₹719 Plan,365,False,Wallet
